split,tokens,content,words,audio_valid,vision_valid,audio_zero_eq_content,repeated_audio,expected_repeat,audio_vision_missing_same,truncated,word_loss
train,50,48,45,48,48,1,10,3,1,0,0.0
train,40,38,24,38,31,1,14,14,0,0,0.0
train,47,45,34,45,45,1,11,11,1,0,0.0
train,11,9,8,9,9,1,1,1,1,0,0.0
train,26,24,21,24,24,1,3,3,1,0,0.0
train,10,8,8,8,7,1,0,0,0,0,0.0
train,29,27,24,27,27,1,3,3,1,0,0.0
train,25,23,17,23,23,1,6,6,1,0,0.0
train,43,41,39,41,41,1,2,2,1,0,0.0
train,15,13,12,13,13,1,1,1,1,0,0.0
train,35,33,28,33,33,1,5,5,1,0,0.0
train,18,16,14,16,16,1,2,2,1,0,0.0
train,26,24,18,24,24,1,6,6,1,0,0.0
train,7,5,5,5,5,1,0,0,1,0,0.0
train,27,25,13,25,2,1,12,12,0,0,0.0
train,21,19,18,19,15,1,1,1,0,0,0.0
train,30,28,25,28,3,1,3,3,0,0,0.0
train,21,19,13,19,19,1,6,6,1,0,0.0
train,19,17,15,17,17,1,2,2,1,0,0.0
train,19,17,14,17,17,1,3,3,1,0,0.0
train,24,22,21,22,22,1,1,1,1,0,0.0
train,23,21,18,21,21,1,3,3,1,0,0.0
train,19,17,13,17,17,1,4,4,1,0,0.0
train,25,23,21,23,0,1,2,2,0,0,0.0
train,16,14,13,14,14,1,1,1,1,0,0.0
train,27,25,22,25,12,1,3,3,0,0,0.0
train,7,5,4,5,5,1,1,1,1,0,0.0
train,18,16,11,16,16,1,5,5,1,0,0.0
train,14,12,10,12,9,1,2,2,0,0,0.0
train,28,26,22,26,26,1,4,4,1,0,0.0
train,22,20,12,20,20,1,8,8,1,0,0.0
train,18,16,14,16,16,1,2,2,1,0,0.0
train,15,13,9,13,13,1,4,4,1,0,0.0
train,25,23,18,23,23,1,5,5,1,0,0.0
train,17,15,12,15,15,1,3,3,1,0,0.0
train,10,8,6,8,8,1,2,2,1,0,0.0
train,8,6,5,6,6,1,1,1,1,0,0.0
train,26,24,21,24,24,1,3,3,1,0,0.0
train,41,39,36,39,39,1,3,3,1,0,0.0
train,13,11,8,11,11,1,3,3,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,24,22,22,22,22,1,0,0,1,0,0.0
train,11,9,5,9,9,1,4,4,1,0,0.0
train,11,9,6,9,9,1,3,3,1,0,0.0
train,17,15,13,15,15,1,2,2,1,0,0.0
train,17,15,14,15,15,1,1,1,1,0,0.0
train,23,21,16,21,21,1,5,5,1,0,0.0
train,22,20,19,20,20,1,1,1,1,0,0.0
train,37,35,34,35,35,1,1,1,1,0,0.0
train,25,23,22,23,23,1,1,1,1,0,0.0
train,27,25,23,25,25,1,2,2,1,0,0.0
train,30,28,23,28,28,1,5,5,1,0,0.0
train,22,20,19,20,20,1,1,1,1,0,0.0
train,32,30,24,30,30,1,6,6,1,0,0.0
train,9,7,7,7,7,1,0,0,1,0,0.0
train,17,15,8,15,15,1,7,7,1,0,0.0
train,23,21,12,21,14,1,9,9,0,0,0.0
train,44,42,31,42,42,1,11,11,1,0,0.0
train,20,18,12,18,18,1,6,6,1,0,0.0
train,17,15,13,15,15,1,2,2,1,0,0.0
train,20,18,12,18,18,1,6,6,1,0,0.0
train,23,21,18,21,21,1,3,3,1,0,0.0
train,47,45,39,45,45,1,6,6,1,0,0.0
train,24,22,18,22,22,1,4,4,1,0,0.0
train,25,23,22,23,23,1,1,1,1,0,0.0
train,19,17,17,17,0,1,0,0,0,0,0.0
train,18,16,13,16,1,1,3,3,0,0,0.0
train,18,16,13,16,16,1,3,3,1,0,0.0
train,10,8,6,8,8,1,2,2,1,0,0.0
train,11,9,7,9,9,1,2,2,1,0,0.0
train,10,8,8,8,8,1,0,0,1,0,0.0
train,22,20,18,20,20,1,2,2,1,0,0.0
train,21,19,18,19,19,1,1,1,1,0,0.0
train,15,13,10,13,13,1,3,3,1,0,0.0
train,50,48,45,48,48,1,3,3,1,0,0.0
train,20,18,12,18,18,1,6,6,1,0,0.0
train,20,18,14,18,18,1,4,4,1,0,0.0
train,22,20,18,20,1,1,2,2,0,0,0.0
train,17,15,14,15,5,1,1,1,0,0,0.0
train,20,18,14,18,0,1,4,4,0,0,0.0
train,11,9,6,9,0,1,3,3,0,0,0.0
train,26,24,17,24,24,1,7,7,1,0,0.0
train,27,25,21,25,25,1,4,4,1,0,0.0
train,26,24,22,24,24,1,2,2,1,0,0.0
train,36,34,29,34,34,1,5,5,1,0,0.0
train,37,35,30,35,35,1,5,5,1,0,0.0
train,16,14,12,14,14,1,2,2,1,0,0.0
train,34,32,28,32,32,1,4,4,1,0,0.0
train,28,26,23,26,26,1,3,3,1,0,0.0
train,45,43,39,43,43,1,4,4,1,0,0.0
train,40,38,34,38,38,1,4,4,1,0,0.0
train,19,17,16,17,17,1,1,1,1,0,0.0
train,15,13,12,13,10,1,1,1,0,0,0.0
train,27,25,16,25,21,1,9,9,0,0,0.0
train,37,35,31,35,35,1,4,4,1,0,0.0
train,47,45,39,45,45,1,6,6,1,0,0.0
train,42,40,35,40,40,1,5,5,1,0,0.0
train,16,14,11,14,14,1,3,3,1,0,0.0
train,23,21,19,21,21,1,2,2,1,0,0.0
train,27,25,20,25,25,1,5,5,1,0,0.0
train,22,20,17,20,20,1,3,3,1,0,0.0
train,20,18,13,18,18,1,5,5,1,0,0.0
train,50,48,45,48,48,1,4,3,1,0,0.0
train,25,23,21,23,23,1,2,2,1,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,29,27,23,27,27,1,4,4,1,0,0.0
train,46,44,40,44,44,1,4,4,1,0,0.0
train,16,14,12,14,0,1,2,2,0,0,0.0
train,50,48,104,48,46,1,7,0,0,1,0.5384615384615384
train,19,17,15,17,17,1,2,2,1,0,0.0
train,21,19,16,19,18,1,3,3,0,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,14,12,11,12,12,1,1,1,1,0,0.0
train,19,17,15,17,17,1,2,2,1,0,0.0
train,14,12,10,12,12,1,2,2,1,0,0.0
train,16,14,11,14,14,1,3,3,1,0,0.0
train,23,21,19,21,21,1,2,2,1,0,0.0
train,27,25,21,25,25,1,4,4,1,0,0.0
train,31,29,23,29,29,1,6,6,1,0,0.0
train,17,15,13,15,15,1,2,2,1,0,0.0
train,50,48,52,48,48,1,7,0,1,1,0.07692307692307687
train,42,40,34,40,40,1,6,6,1,0,0.0
train,28,26,19,26,26,1,7,7,1,0,0.0
train,19,17,14,17,17,1,3,3,1,0,0.0
train,30,28,26,28,28,1,2,2,1,0,0.0
train,17,15,14,15,2,1,1,1,0,0,0.0
train,29,27,25,27,27,1,2,2,1,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,13,11,9,11,11,1,2,2,1,0,0.0
train,34,32,18,32,32,1,14,14,1,0,0.0
train,21,19,14,19,2,1,5,5,0,0,0.0
train,19,17,13,17,17,1,4,4,1,0,0.0
train,10,8,8,8,0,1,0,0,0,0,0.0
train,15,13,13,13,13,1,0,0,1,0,0.0
train,21,19,13,19,19,1,6,6,1,0,0.0
train,30,28,17,28,28,1,11,11,1,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,20,18,16,18,18,1,2,2,1,0,0.0
train,28,26,19,26,26,1,7,7,1,0,0.0
train,50,48,44,48,48,1,4,4,1,0,0.0
train,35,33,28,33,33,1,5,5,1,0,0.0
train,13,11,10,11,11,1,1,1,1,0,0.0
train,39,37,33,37,37,1,4,4,1,0,0.0
train,12,10,9,10,10,1,1,1,1,0,0.0
train,29,27,25,27,27,1,2,2,1,0,0.0
train,34,32,25,32,27,1,7,7,0,0,0.0
train,30,28,26,28,28,1,2,2,1,0,0.0
train,15,13,10,13,13,1,3,3,1,0,0.0
train,50,48,47,48,39,1,3,1,0,0,0.0
train,24,22,20,22,22,1,2,2,1,0,0.0
train,28,26,24,26,26,1,2,2,1,0,0.0
train,23,21,15,21,21,1,6,6,1,0,0.0
train,50,48,43,48,48,1,9,5,1,0,0.0
train,47,45,42,45,45,1,3,3,1,0,0.0
train,37,35,35,35,35,1,0,0,1,0,0.0
train,18,16,15,16,16,1,1,1,1,0,0.0
train,20,18,13,18,18,1,5,5,1,0,0.0
train,16,14,12,14,14,1,2,2,1,0,0.0
train,45,43,38,43,43,1,5,5,1,0,0.0
train,36,34,28,34,34,1,6,6,1,0,0.0
train,26,24,22,24,24,1,2,2,1,0,0.0
train,19,17,13,17,17,1,4,4,1,0,0.0
train,24,22,19,22,18,1,3,3,0,0,0.0
train,40,38,29,38,38,1,9,9,1,0,0.0
train,32,30,23,30,30,1,7,7,1,0,0.0
train,23,21,16,21,21,1,5,5,1,0,0.0
train,21,19,16,19,19,1,3,3,1,0,0.0
train,18,16,14,16,15,1,2,2,0,0,0.0
train,30,28,26,28,28,1,2,2,1,0,0.0
train,50,48,41,48,48,1,10,7,1,0,0.0
train,14,12,11,12,12,1,1,1,1,0,0.0
train,10,8,8,8,8,1,0,0,1,0,0.0
train,27,25,17,25,25,1,8,8,1,0,0.0
train,31,29,26,29,29,1,3,3,1,0,0.0
train,15,13,10,13,13,1,3,3,1,0,0.0
train,36,34,29,34,34,1,5,5,1,0,0.0
train,40,38,32,38,38,1,6,6,1,0,0.0
train,17,15,10,15,15,1,5,5,1,0,0.0
train,50,48,47,48,48,1,6,1,1,0,0.0
train,25,23,19,23,23,1,4,4,1,0,0.0
train,50,48,52,48,48,1,6,0,1,1,0.07692307692307687
train,27,25,18,25,25,1,7,7,1,0,0.0
train,15,13,12,13,13,1,1,1,1,0,0.0
train,27,25,20,25,25,1,5,5,1,0,0.0
train,48,46,34,46,46,1,12,12,1,0,0.0
train,22,20,20,20,20,1,0,0,1,0,0.0
train,19,17,15,17,17,1,2,2,1,0,0.0
train,15,13,10,13,13,1,3,3,1,0,0.0
train,19,17,13,17,17,1,4,4,1,0,0.0
train,10,8,7,8,8,1,1,1,1,0,0.0
train,22,20,15,20,20,1,5,5,1,0,0.0
train,26,24,22,24,24,1,2,2,1,0,0.0
train,22,20,18,20,20,1,2,2,1,0,0.0
train,13,11,11,11,11,1,0,0,1,0,0.0
train,50,48,69,48,48,1,0,0,1,1,0.30434782608695654
train,21,19,19,19,19,1,0,0,1,0,0.0
train,17,15,15,15,15,1,0,0,1,0,0.0
train,50,48,47,48,48,1,11,1,1,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,33,31,21,31,31,1,10,10,1,0,0.0
train,47,45,37,45,45,1,8,8,1,0,0.0
train,15,13,10,13,13,1,3,3,1,0,0.0
train,50,48,90,48,48,1,7,0,1,1,0.4666666666666667
train,27,25,23,25,25,1,2,2,1,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,17,15,14,15,15,1,1,1,1,0,0.0
train,30,28,25,28,28,1,3,3,1,0,0.0
train,25,23,19,23,23,1,4,4,1,0,0.0
train,19,17,14,17,17,1,3,3,1,0,0.0
train,18,16,13,16,16,1,3,3,1,0,0.0
train,33,31,25,31,31,1,6,6,1,0,0.0
train,23,21,17,21,21,1,4,4,1,0,0.0
train,21,19,13,19,19,1,6,6,1,0,0.0
train,13,11,7,11,0,1,4,4,0,0,0.0
train,20,18,17,18,18,1,1,1,1,0,0.0
train,30,28,23,28,28,1,5,5,1,0,0.0
train,22,20,17,20,20,1,3,3,1,0,0.0
train,36,34,29,34,34,1,5,5,1,0,0.0
train,26,24,18,24,24,1,6,6,1,0,0.0
train,30,28,21,28,28,1,7,7,1,0,0.0
train,27,25,23,25,25,1,2,2,1,0,0.0
train,18,16,12,16,16,1,4,4,1,0,0.0
train,34,32,25,32,4,1,7,7,0,0,0.0
train,19,17,15,17,17,1,2,2,1,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,27,25,22,25,25,1,3,3,1,0,0.0
train,17,15,13,15,15,1,2,2,1,0,0.0
train,45,43,32,43,43,1,11,11,1,0,0.0
train,36,34,31,34,34,1,3,3,1,0,0.0
train,25,23,18,23,23,1,5,5,1,0,0.0
train,34,32,26,32,32,1,6,6,1,0,0.0
train,11,9,8,9,6,1,1,1,0,0,0.0
train,33,31,20,31,22,1,11,11,0,0,0.0
train,16,14,10,14,13,1,4,4,0,0,0.0
train,17,15,10,15,15,1,5,5,1,0,0.0
train,17,15,13,15,15,1,2,2,1,0,0.0
train,17,15,11,15,15,1,4,4,1,0,0.0
train,31,29,23,29,29,1,6,6,1,0,0.0
train,21,19,14,19,19,1,5,5,1,0,0.0
train,17,15,12,15,15,1,3,3,1,0,0.0
train,36,34,23,34,34,1,11,11,1,0,0.0
train,20,18,17,18,18,1,1,1,1,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,18,16,14,16,16,1,2,2,1,0,0.0
train,28,26,15,26,26,1,11,11,1,0,0.0
train,15,13,9,13,13,1,4,4,1,0,0.0
train,28,26,25,26,26,1,1,1,1,0,0.0
train,48,46,41,46,46,1,5,5,1,0,0.0
train,29,27,18,27,27,1,9,9,1,0,0.0
train,31,29,22,29,29,1,7,7,1,0,0.0
train,19,17,15,17,17,1,2,2,1,0,0.0
train,50,48,41,48,48,1,9,7,1,0,0.0
train,19,17,13,17,17,1,4,4,1,0,0.0
train,26,24,23,24,24,1,1,1,1,0,0.0
train,27,25,22,25,25,1,3,3,1,0,0.0
train,29,27,19,27,27,1,8,8,1,0,0.0
train,30,28,23,28,28,1,5,5,1,0,0.0
train,37,35,31,35,35,1,4,4,1,0,0.0
train,13,11,11,11,11,1,0,0,1,0,0.0
train,19,17,13,17,17,1,4,4,1,0,0.0
train,27,25,23,25,25,1,2,2,1,0,0.0
train,44,42,39,42,42,1,3,3,1,0,0.0
train,34,32,24,32,32,1,8,8,1,0,0.0
train,39,37,32,37,37,1,5,5,1,0,0.0
train,32,30,26,30,30,1,4,4,1,0,0.0
train,23,21,15,21,21,1,6,6,1,0,0.0
train,14,12,10,12,12,1,2,2,1,0,0.0
train,16,14,14,14,14,1,0,0,1,0,0.0
train,9,7,7,7,7,1,0,0,1,0,0.0
train,8,6,5,6,6,1,1,1,1,0,0.0
train,27,25,20,25,25,1,5,5,1,0,0.0
train,30,28,21,28,28,1,7,7,1,0,0.0
train,44,42,38,42,42,1,4,4,1,0,0.0
train,25,23,19,23,23,1,4,4,1,0,0.0
train,25,23,19,23,19,1,4,4,0,0,0.0
train,29,27,23,27,27,1,4,4,1,0,0.0
train,22,20,17,20,20,1,3,3,1,0,0.0
train,27,25,15,25,25,1,10,10,1,0,0.0
train,20,18,17,18,18,1,1,1,1,0,0.0
train,12,10,7,10,10,1,3,3,1,0,0.0
train,35,33,27,33,33,1,6,6,1,0,0.0
train,18,16,14,16,16,1,2,2,1,0,0.0
train,26,24,17,24,24,1,7,7,1,0,0.0
train,22,20,15,20,20,1,5,5,1,0,0.0
train,17,15,11,15,15,1,4,4,1,0,0.0
train,15,13,12,13,13,1,1,1,1,0,0.0
train,16,14,13,14,14,1,1,1,1,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,15,13,9,13,13,1,4,4,1,0,0.0
train,45,43,37,43,43,1,6,6,1,0,0.0
train,19,17,14,17,17,1,3,3,1,0,0.0
train,10,8,7,8,8,1,1,1,1,0,0.0
train,9,7,5,7,7,1,2,2,1,0,0.0
train,10,8,5,8,8,1,3,3,1,0,0.0
train,24,22,19,22,22,1,3,3,1,0,0.0
train,15,13,12,13,13,1,1,1,1,0,0.0
train,50,48,40,48,48,1,11,8,1,0,0.0
train,30,28,26,28,28,1,2,2,1,0,0.0
train,22,20,16,20,20,1,4,4,1,0,0.0
train,23,21,15,21,21,1,6,6,1,0,0.0
train,36,34,27,34,34,1,7,7,1,0,0.0
train,21,19,17,19,19,1,2,2,1,0,0.0
train,21,19,17,19,19,1,2,2,1,0,0.0
train,46,44,40,44,44,1,4,4,1,0,0.0
train,41,39,33,39,39,1,6,6,1,0,0.0
train,24,22,19,22,22,1,3,3,1,0,0.0
train,17,15,12,15,15,1,3,3,1,0,0.0
train,25,23,17,23,20,1,6,6,0,0,0.0
train,27,25,22,25,25,1,3,3,1,0,0.0
train,7,5,5,5,0,1,0,0,0,0,0.0
train,14,12,12,12,12,1,0,0,1,0,0.0
train,16,14,12,14,14,1,2,2,1,0,0.0
train,50,48,35,48,48,1,14,13,1,0,0.0
train,35,33,30,33,33,1,3,3,1,0,0.0
train,24,22,19,22,22,1,3,3,1,0,0.0
train,21,19,17,19,6,1,2,2,0,0,0.0
train,24,22,21,22,22,1,1,1,1,0,0.0
train,14,12,12,12,12,1,0,0,1,0,0.0
train,21,19,17,19,19,1,2,2,1,0,0.0
train,19,17,11,17,17,1,6,6,1,0,0.0
train,11,9,8,9,9,1,1,1,1,0,0.0
train,8,6,5,6,0,1,1,1,0,0,0.0
train,17,15,14,15,15,1,1,1,1,0,0.0
train,16,14,13,14,14,1,1,1,1,0,0.0
train,19,17,17,17,17,1,0,0,1,0,0.0
train,14,12,11,12,10,1,1,1,0,0,0.0
train,50,48,66,48,48,1,7,0,1,1,0.2727272727272727
train,18,16,14,16,16,1,2,2,1,0,0.0
train,50,48,47,48,48,1,7,1,1,0,0.0
train,15,13,13,13,13,1,0,0,1,0,0.0
train,31,29,28,29,29,1,1,1,1,0,0.0
train,9,7,5,7,0,1,2,2,0,0,0.0
train,9,7,5,7,4,1,2,2,0,0,0.0
train,16,14,13,14,14,1,1,1,1,0,0.0
train,22,20,15,20,20,1,5,5,1,0,0.0
train,50,48,38,48,48,1,11,10,1,0,0.0
train,36,34,30,34,34,1,4,4,1,0,0.0
train,40,38,31,38,38,1,7,7,1,0,0.0
train,32,30,21,30,30,1,9,9,1,0,0.0
train,24,22,20,22,22,1,2,2,1,0,0.0
train,42,40,26,40,22,1,14,14,0,0,0.0
train,33,31,27,31,31,1,4,4,1,0,0.0
train,50,48,59,48,44,1,6,0,0,1,0.18644067796610164
train,26,24,20,24,24,1,4,4,1,0,0.0
train,50,48,46,48,48,1,4,2,1,0,0.0
train,33,31,24,31,31,1,7,7,1,0,0.0
train,10,8,8,8,8,1,0,0,1,0,0.0
train,11,9,8,9,9,1,1,1,1,0,0.0
train,12,10,10,10,10,1,0,0,1,0,0.0
train,8,6,6,6,0,1,0,0,0,0,0.0
train,41,39,28,39,39,1,11,11,1,0,0.0
train,49,47,43,47,47,1,4,4,1,0,0.0
train,19,17,10,17,17,1,7,7,1,0,0.0
train,35,33,28,33,33,1,5,5,1,0,0.0
train,47,45,36,45,45,1,9,9,1,0,0.0
train,15,13,11,13,13,1,2,2,1,0,0.0
train,50,48,48,48,48,1,4,0,1,0,0.0
train,23,21,19,21,21,1,2,2,1,0,0.0
train,28,26,24,26,26,1,2,2,1,0,0.0
train,14,12,11,12,12,1,1,1,1,0,0.0
train,48,46,42,46,46,1,4,4,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,21,19,19,19,19,1,0,0,1,0,0.0
train,31,29,25,29,29,1,4,4,1,0,0.0
train,46,44,41,44,34,1,3,3,0,0,0.0
train,19,17,16,17,17,1,1,1,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,20,18,15,18,18,1,3,3,1,0,0.0
train,48,46,35,46,46,1,11,11,1,0,0.0
train,50,48,50,48,48,1,1,0,1,0,0.0
train,37,35,27,35,35,1,8,8,1,0,0.0
train,50,48,47,48,48,1,2,1,1,0,0.0
train,19,17,14,17,17,1,3,3,1,0,0.0
train,40,38,37,38,38,1,1,1,1,0,0.0
train,50,48,67,48,48,1,10,0,1,1,0.28358208955223885
train,50,48,46,48,48,1,2,2,1,0,0.0
train,36,34,21,34,34,1,13,13,1,0,0.0
train,20,18,16,18,18,1,2,2,1,0,0.0
train,16,14,11,14,14,1,3,3,1,0,0.0
train,50,48,49,48,48,1,1,0,1,0,0.0
train,32,30,24,30,30,1,6,6,1,0,0.0
train,14,12,9,12,12,1,3,3,1,0,0.0
train,11,9,7,9,9,1,2,2,1,0,0.0
train,25,23,20,23,23,1,3,3,1,0,0.0
train,20,18,17,18,18,1,1,1,1,0,0.0
train,8,6,6,6,6,1,0,0,1,0,0.0
train,28,26,22,26,26,1,4,4,1,0,0.0
train,18,16,12,16,16,1,4,4,1,0,0.0
train,19,17,12,17,17,1,5,5,1,0,0.0
train,50,48,42,48,48,1,7,6,1,0,0.0
train,38,36,29,36,36,1,7,7,1,0,0.0
train,40,38,27,38,38,1,11,11,1,0,0.0
train,24,22,19,22,22,1,3,3,1,0,0.0
train,21,19,17,19,19,1,2,2,1,0,0.0
train,17,15,13,15,15,1,2,2,1,0,0.0
train,19,17,16,17,17,1,1,1,1,0,0.0
train,17,15,13,15,11,1,2,2,0,0,0.0
train,11,9,9,9,9,1,0,0,1,0,0.0
train,20,18,12,18,18,1,6,6,1,0,0.0
train,49,47,38,47,47,1,9,9,1,0,0.0
train,13,11,8,11,11,1,3,3,1,0,0.0
train,24,22,17,22,22,1,5,5,1,0,0.0
train,46,44,38,44,44,1,6,6,1,0,0.0
train,50,48,53,48,48,1,6,0,1,1,0.09433962264150941
train,24,22,14,22,22,1,8,8,1,0,0.0
train,14,12,11,12,12,1,1,1,1,0,0.0
train,21,19,16,19,19,1,3,3,1,0,0.0
train,18,16,11,16,16,1,5,5,1,0,0.0
train,32,30,30,30,30,1,0,0,1,0,0.0
train,28,26,23,26,26,1,3,3,1,0,0.0
train,50,48,47,48,48,1,7,1,1,0,0.0
train,15,13,10,13,13,1,3,3,1,0,0.0
train,23,21,19,21,21,1,2,2,1,0,0.0
train,35,33,28,33,33,1,5,5,1,0,0.0
train,34,32,27,32,32,1,5,5,1,0,0.0
train,26,24,15,24,24,1,9,9,1,0,0.0
train,23,21,18,21,21,1,3,3,1,0,0.0
train,30,28,22,28,28,1,6,6,1,0,0.0
train,24,22,21,22,22,1,1,1,1,0,0.0
train,50,48,48,48,48,1,4,0,1,0,0.0
train,49,47,39,47,47,1,8,8,1,0,0.0
train,17,15,10,15,15,1,5,5,1,0,0.0
train,44,42,35,42,42,1,7,7,1,0,0.0
train,35,33,21,33,33,1,12,12,1,0,0.0
train,14,12,11,12,12,1,1,1,1,0,0.0
train,50,48,42,48,48,1,6,6,1,0,0.0
train,36,34,31,34,34,1,3,3,1,0,0.0
train,29,27,24,27,27,1,3,3,1,0,0.0
train,30,28,23,28,28,1,5,5,1,0,0.0
train,18,16,15,16,16,1,1,1,1,0,0.0
train,30,28,20,28,28,1,8,8,1,0,0.0
train,13,11,9,11,11,1,2,2,1,0,0.0
train,14,12,7,12,12,1,5,5,1,0,0.0
train,22,20,18,20,20,1,2,2,1,0,0.0
train,16,14,10,14,14,1,4,4,1,0,0.0
train,27,25,22,25,25,1,3,3,1,0,0.0
train,49,47,40,47,47,1,7,7,1,0,0.0
train,31,29,22,29,29,1,7,7,1,0,0.0
train,40,38,29,38,38,1,9,9,1,0,0.0
train,50,48,47,48,48,1,7,1,1,0,0.0
train,27,25,20,25,25,1,5,5,1,0,0.0
train,50,48,70,48,48,1,3,0,1,1,0.3142857142857143
train,27,25,23,25,25,1,2,2,1,0,0.0
train,21,19,18,19,19,1,1,1,1,0,0.0
train,32,30,19,30,16,1,11,11,0,0,0.0
train,35,33,24,33,32,1,9,9,0,0,0.0
train,24,22,21,22,22,1,1,1,1,0,0.0
train,44,42,38,42,42,1,4,4,1,0,0.0
train,8,6,4,6,6,1,2,2,1,0,0.0
train,21,19,14,19,19,1,5,5,1,0,0.0
train,30,28,25,28,28,1,3,3,1,0,0.0
train,20,18,13,18,18,1,5,5,1,0,0.0
train,24,22,19,22,22,1,3,3,1,0,0.0
train,50,48,89,48,48,1,8,0,1,1,0.4606741573033708
train,50,48,55,48,48,1,8,0,1,1,0.12727272727272732
train,44,42,36,42,42,1,6,6,1,0,0.0
train,9,7,7,7,7,1,0,0,1,0,0.0
train,47,45,36,45,45,1,9,9,1,0,0.0
train,9,7,6,7,7,1,1,1,1,0,0.0
train,29,27,25,27,27,1,2,2,1,0,0.0
train,9,7,5,7,7,1,2,2,1,0,0.0
train,26,24,21,24,24,1,3,3,1,0,0.0
train,39,37,29,37,37,1,8,8,1,0,0.0
train,25,23,20,23,23,1,3,3,1,0,0.0
train,28,26,24,26,26,1,2,2,1,0,0.0
train,27,25,24,25,25,1,1,1,1,0,0.0
train,34,32,24,32,32,1,8,8,1,0,0.0
train,25,23,22,23,23,1,1,1,1,0,0.0
train,34,32,17,32,32,1,15,15,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,35,33,30,33,33,1,3,3,1,0,0.0
train,27,25,24,25,25,1,1,1,1,0,0.0
train,26,24,23,24,17,1,1,1,0,0,0.0
train,30,28,24,28,28,1,4,4,1,0,0.0
train,22,20,19,20,20,1,1,1,1,0,0.0
train,42,40,27,40,40,1,13,13,1,0,0.0
train,31,29,22,29,29,1,7,7,1,0,0.0
train,50,48,50,48,48,1,10,0,1,0,0.0
train,39,37,29,37,37,1,8,8,1,0,0.0
train,15,13,12,13,13,1,1,1,1,0,0.0
train,41,39,35,39,39,1,4,4,1,0,0.0
train,50,48,40,48,48,1,9,8,1,0,0.0
train,23,21,14,21,21,1,7,7,1,0,0.0
train,9,7,7,7,7,1,0,0,1,0,0.0
train,23,21,21,21,21,1,0,0,1,0,0.0
train,20,18,17,18,18,1,1,1,1,0,0.0
train,16,14,10,14,14,1,4,4,1,0,0.0
train,24,22,21,22,22,1,1,1,1,0,0.0
train,16,14,13,14,14,1,1,1,1,0,0.0
train,6,4,4,4,4,1,0,0,1,0,0.0
train,11,9,8,9,9,1,1,1,1,0,0.0
train,22,20,17,20,20,1,3,3,1,0,0.0
train,10,8,8,8,8,1,0,0,1,0,0.0
train,13,11,11,11,11,1,0,0,1,0,0.0
train,27,25,24,25,25,1,1,1,1,0,0.0
train,13,11,10,11,11,1,1,1,1,0,0.0
train,22,20,16,20,20,1,4,4,1,0,0.0
train,23,21,19,21,21,1,2,2,1,0,0.0
train,13,11,10,11,2,1,1,1,0,0,0.0
train,26,24,18,24,24,1,6,6,1,0,0.0
train,35,33,24,33,31,1,9,9,0,0,0.0
train,21,19,18,19,17,1,1,1,0,0,0.0
train,25,23,21,23,23,1,2,2,1,0,0.0
train,25,23,19,23,23,1,4,4,1,0,0.0
train,35,33,24,33,33,1,9,9,1,0,0.0
train,50,48,64,48,48,1,5,0,1,1,0.25
train,22,20,18,20,11,1,2,2,0,0,0.0
train,33,31,29,31,31,1,2,2,1,0,0.0
train,16,14,14,14,14,1,0,0,1,0,0.0
train,50,48,53,48,48,1,5,0,1,1,0.09433962264150941
train,21,19,15,19,19,1,4,4,1,0,0.0
train,13,11,10,11,11,1,1,1,1,0,0.0
train,17,15,12,15,15,1,3,3,1,0,0.0
train,14,12,11,12,12,1,1,1,1,0,0.0
train,29,27,25,27,27,1,2,2,1,0,0.0
train,31,29,22,29,29,1,7,7,1,0,0.0
train,24,22,17,22,22,1,5,5,1,0,0.0
train,30,28,21,28,28,1,7,7,1,0,0.0
train,20,18,16,18,18,1,2,2,1,0,0.0
train,16,14,13,14,14,1,1,1,1,0,0.0
train,28,26,22,26,26,1,4,4,1,0,0.0
train,46,44,38,44,44,1,6,6,1,0,0.0
train,31,29,27,29,29,1,2,2,1,0,0.0
train,10,8,8,8,8,1,0,0,1,0,0.0
train,19,17,13,17,17,1,4,4,1,0,0.0
train,20,18,15,18,18,1,3,3,1,0,0.0
train,50,48,50,48,48,1,7,0,1,0,0.0
train,15,13,10,13,13,1,3,3,1,0,0.0
train,33,31,22,31,31,1,9,9,1,0,0.0
train,30,28,27,28,28,1,1,1,1,0,0.0
train,29,27,24,27,27,1,3,3,1,0,0.0
train,50,48,42,48,48,1,6,6,1,0,0.0
